,algorithm,seed,feature,information_gain
25,tpot_base,123,DayOfWeek_1,768966.75
26,tpot_base,123,0,298012.0001
27,tpot_base,123,1,698848.5
0,tpot_base,234,Open,429939512.11764705
1,tpot_base,234,3,2961815.5327305165
2,tpot_base,234,12,1123519.0988322697
3,tpot_base,234,month,3078759.9903709777
4,tpot_base,234,4,755609.7413408884
5,tpot_base,234,2,26901597.35555381
6,tpot_base,234,6,614813.4942825851
7,tpot_base,234,Promo,32098085.249133334
8,tpot_base,234,18,797115.3309890655
9,tpot_base,234,DayOfWeek_6,3612011.055714286
10,tpot_base,234,11,350335.14649739576
11,tpot_base,234,5,407756.44108145003
12,tpot_base,234,10,471003.382722857
13,tpot_base,234,9,457940.2434105957
14,tpot_base,234,8,487044.9940389218
15,tpot_base,234,year,428906.2529903808
16,tpot_base,234,7,1090851.7044599995
17,tpot_base,234,14,284945.19265135145
18,tpot_base,234,DayOfWeek_1,1270749.6646999998
19,tpot_base,234,DayOfWeek_2,485331.2467
20,tpot_base,234,DayOfWeek_5,488335.25
21,tpot_base,234,13,119930.97305314286
22,tpot_base,234,SchoolHoliday,122332.290068
23,tpot_base,234,DayOfWeek_4,85515.80086666667
24,tpot_base,234,1,178958.1875
25,tpot_base,234,0,103402.02673705883
26,tpot_base,234,DayOfWeek_3,79697.25
0,tpot_base,456,2,32560281.515531465
1,tpot_base,456,Promo,32146168.990883335
2,tpot_base,456,12,1293732.6239833331
3,tpot_base,456,month,3080330.290671752
4,tpot_base,456,3,3582202.2234191126
5,tpot_base,456,4,800629.9549986274
6,tpot_base,456,6,646835.2331665896
7,tpot_base,456,18,741297.504440887
8,tpot_base,456,11,349452.7830872092
9,tpot_base,456,10,370116.0411434782
10,tpot_base,456,9,387427.36412981385
11,tpot_base,456,8,594305.6086903035
12,tpot_base,456,year,448955.0273118626
13,tpot_base,456,7,1157215.3740401391
14,tpot_base,456,Open,65562413.333333336
15,tpot_base,456,5,337480.8978843819
16,tpot_base,456,14,288299.3997321837
17,tpot_base,456,DayOfWeek_1,1930192.0
18,tpot_base,456,DayOfWeek_3,1161119.0
19,tpot_base,456,DayOfWeek_2,889209.0936666667
20,tpot_base,456,13,99157.78579356667
21,tpot_base,456,0,228971.0859230769
22,tpot_base,456,DayOfWeek_6,230594.08266000001
23,tpot_base,456,1,207479.67733333333
24,tpot_base,456,SchoolHoliday,509315.8333333333
25,tpot_base,456,DayOfWeek_5,107485.352
0,tpot_base,34,Open,608983756.3333334
1,tpot_base,34,3,6099660.50893085
2,tpot_base,34,12,2329559.7069343305
3,tpot_base,34,6,868672.1859485747
4,tpot_base,34,2,47768372.59412717
5,tpot_base,34,DayOfWeek_6,12467426.104
6,tpot_base,34,month,4798411.113283653
7,tpot_base,34,4,1565151.0262786837
8,tpot_base,34,18,1173515.2005860296
9,tpot_base,34,11,422111.82222698396
10,tpot_base,34,10,807718.9489447618
11,tpot_base,34,9,740771.0234118422
12,tpot_base,34,8,645082.067437037
13,tpot_base,34,DayOfWeek_3,1122944.0
14,tpot_base,34,Promo,2617380.3571428573
15,tpot_base,34,7,1692008.9664134611
16,tpot_base,34,year,579852.2045415539
17,tpot_base,34,SchoolHoliday,1371999.3646
18,tpot_base,34,5,439355.466019497
19,tpot_base,34,14,311225.17488055554
20,tpot_base,34,13,195472.05507421665
21,tpot_base,34,15,140.356201
22,tpot_base,34,0,169054.09114166666
23,tpot_base,34,DayOfWeek_5,370320.625
24,tpot_base,34,DayOfWeek_2,889790.625
0,tpot_base,1334,2,43805902.26433644
1,tpot_base,1334,3,3560387.2221635007
2,tpot_base,1334,12,1537086.4403506727
3,tpot_base,1334,month,4274845.358596364
4,tpot_base,1334,4,894313.6734489328
5,tpot_base,1334,18,1001743.1226121213
6,tpot_base,1334,6,633932.913411383
7,tpot_base,1334,Promo,28450336.0
8,tpot_base,1334,7,1581460.1264192981
9,tpot_base,1334,11,396111.56238465925
10,tpot_base,1334,9,449169.02269347844
11,tpot_base,1334,8,574145.2859151316
12,tpot_base,1334,Open,105384615.5625
13,tpot_base,1334,10,462790.03944098525
14,tpot_base,1334,5,359362.0920312308
15,tpot_base,1334,DayOfWeek_6,6527488.0
16,tpot_base,1334,year,526606.2156654532
17,tpot_base,1334,14,255115.15938902443
18,tpot_base,1334,SchoolHoliday,965519.7103312
19,tpot_base,1334,DayOfWeek_1,584376.3953
20,tpot_base,1334,DayOfWeek_2,1171255.8125
21,tpot_base,1334,0,299232.8797676666
22,tpot_base,1334,13,58204.962106219995
23,tpot_base,1334,15,1543.5550317059071
24,tpot_base,1334,DayOfWeek_5,675918.409
25,tpot_base,1334,DayOfWeek_4,537014.375
26,tpot_base,1334,DayOfWeek_3,235091.75
0,tpot_base,978,Open,429154534.9479778
1,tpot_base,978,3,2974067.2520503434
2,tpot_base,978,12,1100967.4608262547
3,tpot_base,978,month,3260734.155996576
4,tpot_base,978,4,699943.7925161411
5,tpot_base,978,2,28084546.59984258
6,tpot_base,978,DayOfWeek_6,4605373.531828572
7,tpot_base,978,6,539500.3960772193
8,tpot_base,978,18,690492.9388856536
9,tpot_base,978,Promo,16610011.333333334
10,tpot_base,978,5,314090.8177116089
11,tpot_base,978,11,267059.5047442911
12,tpot_base,978,10,284308.1733324736
13,tpot_base,978,9,330562.4837409135
14,tpot_base,978,8,431614.45266844257
15,tpot_base,978,7,1060572.4888230732
16,tpot_base,978,year,469643.5705426275
17,tpot_base,978,DayOfWeek_2,655748.580075
18,tpot_base,978,14,102451.22077030351
19,tpot_base,978,13,42864.520976583335
20,tpot_base,978,0,97898.3801445
21,tpot_base,978,1,219914.85960000003
22,tpot_base,978,DayOfWeek_1,98954.48203333333
23,tpot_base,978,SchoolHoliday,567086.328
24,tpot_base,978,DayOfWeek_4,124212.13255000001
25,tpot_base,978,15,143068.125
0,tpot_base,1919,2,28636216.25288849
1,tpot_base,1919,3,2819671.8155829725
2,tpot_base,1919,12,954462.6858476896
3,tpot_base,1919,month,2898639.8958449303
4,tpot_base,1919,Promo,23951064.835834228
5,tpot_base,1919,4,575651.3798783809
6,tpot_base,1919,18,702806.951565931
7,tpot_base,1919,6,557608.3821339285
8,tpot_base,1919,DayOfWeek_6,6677508.83575
9,tpot_base,1919,Open,328278491.15909094
10,tpot_base,1919,5,311253.35568355926
11,tpot_base,1919,7,972166.3654050003
12,tpot_base,1919,11,258177.18073411053
13,tpot_base,1919,8,483489.1758113089
14,tpot_base,1919,10,322380.67682773696
15,tpot_base,1919,DayOfWeek_3,750779.2863333334
16,tpot_base,1919,9,368543.11773271667
17,tpot_base,1919,DayOfWeek_5,848620.677
18,tpot_base,1919,year,354353.8308405542
19,tpot_base,1919,DayOfWeek_1,900377.4177283333
20,tpot_base,1919,0,284894.8819661105
21,tpot_base,1919,DayOfWeek_2,773610.4973333334
22,tpot_base,1919,13,103941.33986681579
23,tpot_base,1919,15,38877.500058710575
24,tpot_base,1919,14,111409.3952306901
25,tpot_base,1919,1,255321.77295374998
26,tpot_base,1919,DayOfWeek_4,26044.4629
27,tpot_base,1919,SchoolHoliday,134004.4492
28,tpot_base,1919,DayOfWeek_7,22674.3438
0,tpot_base,98,2,49322282.85205985
1,tpot_base,98,3,5496980.4945584275
2,tpot_base,98,DayOfWeek_6,5534826.1202
3,tpot_base,98,month,3157223.5555585707
4,tpot_base,98,4,921777.1748762617
5,tpot_base,98,12,1915388.3008740114
6,tpot_base,98,6,718997.6375334187
7,tpot_base,98,18,886867.9458633533
8,tpot_base,98,10,470326.7226724139
9,tpot_base,98,Promo,12322779.04692
10,tpot_base,98,11,396242.1948225
11,tpot_base,98,7,1562424.3674865388
12,tpot_base,98,9,535540.6560254904
13,tpot_base,98,8,530343.0724506334
14,tpot_base,98,5,385895.5927171646
15,tpot_base,98,Open,99254124.4
16,tpot_base,98,year,536140.1367648707
17,tpot_base,98,DayOfWeek_3,1073944.0
18,tpot_base,98,14,470558.3147354166
19,tpot_base,98,DayOfWeek_1,1389943.75
20,tpot_base,98,DayOfWeek_2,582631.4349
21,tpot_base,98,13,1904676.9458273926
22,tpot_base,98,DayOfWeek_4,360679.52962000004
23,tpot_base,98,15,614.5875069404999
24,tpot_base,98,DayOfWeek_5,459254.90633333335
25,tpot_base,98,0,222562.4785875
26,tpot_base,98,SchoolHoliday,707956.2332
0,tpot_base,2647,2,28189156.886745885
1,tpot_base,2647,3,2860960.4072399638
2,tpot_base,2647,12,1007114.223376636
3,tpot_base,2647,month,3036338.8526253235
4,tpot_base,2647,4,575273.724851875
5,tpot_base,2647,DayOfWeek_6,4850217.518366667
6,tpot_base,2647,6,529545.4639194028
7,tpot_base,2647,18,761967.1861928508
8,tpot_base,2647,Open,757449250.6666666
9,tpot_base,2647,5,309251.7663928452
10,tpot_base,2647,9,340103.6660952128
11,tpot_base,2647,11,276771.25433807535
12,tpot_base,2647,10,427357.2956358113
13,tpot_base,2647,8,565657.7534802469
14,tpot_base,2647,Promo,5496758.921857571
15,tpot_base,2647,DayOfWeek_1,1536233.37192
16,tpot_base,2647,DayOfWeek_7,158528832.0
17,tpot_base,2647,14,651332.6421011818
18,tpot_base,2647,year,425018.82619164645
19,tpot_base,2647,7,866524.2101950011
20,tpot_base,2647,DayOfWeek_2,204966.49216666666
21,tpot_base,2647,DayOfWeek_3,435433.63296666666
22,tpot_base,2647,13,243568.6141827192
23,tpot_base,2647,DayOfWeek_4,30638.139899200003
24,tpot_base,2647,15,52.67108758999999
25,tpot_base,2647,DayOfWeek_5,666431.668
26,tpot_base,2647,0,132579.69945535713
27,tpot_base,2647,1,14643.0249
28,tpot_base,2647,SchoolHoliday,309040.2694333333
0,tpot_base,12,2,28675047.86337825
1,tpot_base,12,3,2908896.0657776706
2,tpot_base,12,12,1050603.0116708807
3,tpot_base,12,month,2607922.4025970204
4,tpot_base,12,4,652700.8828606815
5,tpot_base,12,DayOfWeek_6,10131203.7305
6,tpot_base,12,6,581136.7143334445
7,tpot_base,12,Open,492071615.0
8,tpot_base,12,18,757603.5024642603
9,tpot_base,12,5,344033.12412892794
10,tpot_base,12,11,312390.7214594341
11,tpot_base,12,14,429157.18837666645
12,tpot_base,12,Promo,11946423.9765
13,tpot_base,12,9,330889.0473129033
14,tpot_base,12,10,307557.70126414497
15,tpot_base,12,8,517798.79346114653
16,tpot_base,12,DayOfWeek_3,518602.1328
17,tpot_base,12,year,420475.59915017826
18,tpot_base,12,7,902489.4897980422
19,tpot_base,12,DayOfWeek_1,1270576.0908416666
20,tpot_base,12,DayOfWeek_2,632695.453
21,tpot_base,12,SchoolHoliday,532521.4401166666
22,tpot_base,12,13,77015.62164746154
23,tpot_base,12,15,702.228638
24,tpot_base,12,0,143636.27163846156
25,tpot_base,12,1,246953.594
26,tpot_base,12,DayOfWeek_4,244495.6875
0,tpot_base,9,2,30054094.712048065
1,tpot_base,9,3,3330519.880305355
2,tpot_base,9,12,1401595.7451394817
3,tpot_base,9,month,2956181.3476669164
4,tpot_base,9,4,681932.3648192965
5,tpot_base,9,Open,669959764.1428572
6,tpot_base,9,Promo,38710123.81266666
7,tpot_base,9,6,594520.1253645655
8,tpot_base,9,18,711089.9590046875
9,tpot_base,9,11,358853.6517823864
10,tpot_base,9,5,333317.11912956426
11,tpot_base,9,10,292447.5335854913
12,tpot_base,9,DayOfWeek_3,566016.0
13,tpot_base,9,7,1289847.3087150366
14,tpot_base,9,DayOfWeek_5,589776.6301666667
15,tpot_base,9,9,358235.25248870056
16,tpot_base,9,8,447828.401703271
17,tpot_base,9,year,428963.2801726603
18,tpot_base,9,DayOfWeek_4,475697.5625
19,tpot_base,9,DayOfWeek_1,1712567.1354
20,tpot_base,9,0,224084.9525037037
21,tpot_base,9,DayOfWeek_6,710585.203
22,tpot_base,9,14,189128.44924842115
23,tpot_base,9,13,88730.7880950889
24,tpot_base,9,15,20436.0656726
25,tpot_base,9,1,176597.13906000002
26,tpot_base,9,SchoolHoliday,123161.10946666666
27,tpot_base,9,DayOfWeek_2,260485.381
0,tpot_base,455,2,41922339.40464006
1,tpot_base,455,3,4119782.3244932904
2,tpot_base,455,12,1469729.2737183333
3,tpot_base,455,month,3952149.315065153
4,tpot_base,455,4,731539.8134524474
5,tpot_base,455,6,699829.2107665103
6,tpot_base,455,Open,295167478.6485
7,tpot_base,455,Promo,23591475.49311111
8,tpot_base,455,5,357585.84686764056
9,tpot_base,455,18,1029272.2204310512
10,tpot_base,455,11,491717.588407031
11,tpot_base,455,9,392609.8883349206
12,tpot_base,455,10,475742.40586000035
13,tpot_base,455,DayOfWeek_6,1709464.6704166664
14,tpot_base,455,8,558465.4925977443
15,tpot_base,455,DayOfWeek_3,592248.9129142857
16,tpot_base,455,7,1399475.0844082092
17,tpot_base,455,DayOfWeek_1,1910124.6445
18,tpot_base,455,year,456690.9997106634
19,tpot_base,455,13,2126955.8540835967
20,tpot_base,455,14,295383.0146761365
21,tpot_base,455,DayOfWeek_2,793774.9376666667
22,tpot_base,455,15,793.9259868033333
23,tpot_base,455,0,190927.35066735453
24,tpot_base,455,DayOfWeek_5,302112.969
25,tpot_base,455,1,368794.670025
26,tpot_base,455,DayOfWeek_4,135859.9568
27,tpot_base,455,SchoolHoliday,201400.77343333335
0,tpot_base,23,2,39551710.6529258
1,tpot_base,23,3,4306065.176555831
2,tpot_base,23,12,1743319.910970149
3,tpot_base,23,6,701674.9849239377
4,tpot_base,23,Open,494251061.7777778
5,tpot_base,23,Promo,57853386.333333336
6,tpot_base,23,month,3705498.3886724184
7,tpot_base,23,4,678422.2144489207
8,tpot_base,23,18,933596.5195314054
9,tpot_base,23,DayOfWeek_6,7360808.953
10,tpot_base,23,5,389490.5060520113
11,tpot_base,23,11,361327.0214201148
12,tpot_base,23,10,519096.9467759494
13,tpot_base,23,9,493412.12707241427
14,tpot_base,23,8,575767.6320579305
15,tpot_base,23,year,478806.14113635
16,tpot_base,23,7,1296341.1614151513
17,tpot_base,23,14,459053.6490621213
18,tpot_base,23,DayOfWeek_1,2746248.0
19,tpot_base,23,DayOfWeek_2,858088.107425
20,tpot_base,23,DayOfWeek_3,1532430.5
21,tpot_base,23,13,109537.42425405384
22,tpot_base,23,15,1233.86646
23,tpot_base,23,DayOfWeek_5,397019.21849999996
24,tpot_base,23,0,155442.8533322222
25,tpot_base,23,SchoolHoliday,140426.95299999998
0,tpot_base,44,2,33245921.27738451
1,tpot_base,44,3,3146050.3940370046
2,tpot_base,44,DayOfWeek_6,4558960.019766667
3,tpot_base,44,month,3191028.8656688416
4,tpot_base,44,4,740233.4550300784
5,tpot_base,44,12,1399538.7309983398
6,tpot_base,44,6,667507.120065789
7,tpot_base,44,Promo,18427417.114666667
8,tpot_base,44,18,827552.7594213672
9,tpot_base,44,Open,349143738.6666667
10,tpot_base,44,7,1221229.9005555308
11,tpot_base,44,5,331906.9003227424
12,tpot_base,44,11,366748.0685580311
13,tpot_base,44,10,470635.4699269999
14,tpot_base,44,9,461121.1534551725
15,tpot_base,44,8,537949.7402383231
16,tpot_base,44,year,472538.5952419279
17,tpot_base,44,DayOfWeek_2,541547.4297
18,tpot_base,44,14,182369.7945897059
19,tpot_base,44,DayOfWeek_1,1582754.00304
20,tpot_base,44,DayOfWeek_3,490677.14837999997
21,tpot_base,44,DayOfWeek_4,154464.97659999997
22,tpot_base,44,DayOfWeek_5,92545.86345
23,tpot_base,44,SchoolHoliday,127724.6562
24,tpot_base,44,1,37441.71095
25,tpot_base,44,0,62583.597372000004
26,tpot_base,44,13,116925.76334363637
0,tpot_base,665,Open,546628466.0
1,tpot_base,665,3,3982249.066296557
2,tpot_base,665,DayOfWeek_6,6898770.461
3,tpot_base,665,month,3045153.6080953833
4,tpot_base,665,4,728447.0152902325
5,tpot_base,665,13,297955583.84989834
6,tpot_base,665,14,4988523.175906469
7,tpot_base,665,12,1484465.9599741232
8,tpot_base,665,6,613227.7135781774
9,tpot_base,665,2,29187575.374277532
10,tpot_base,665,18,850729.505242271
11,tpot_base,665,5,428794.2665245436
12,tpot_base,665,Promo,7628398.571428572
13,tpot_base,665,11,315576.96355023666
14,tpot_base,665,10,416592.3158827998
15,tpot_base,665,9,468540.62708041957
16,tpot_base,665,7,1088238.918460188
17,tpot_base,665,8,566021.3816469517
18,tpot_base,665,year,446178.518209189
19,tpot_base,665,DayOfWeek_1,1558480.4816400001
20,tpot_base,665,SchoolHoliday,808977.1418
21,tpot_base,665,0,178964.01313333336
22,tpot_base,665,DayOfWeek_2,150103.94991999998
23,tpot_base,665,DayOfWeek_3,73032.5625
24,tpot_base,665,1,112143.00020000001
25,tpot_base,665,DayOfWeek_5,54632.50395
0,tpot_base_selection,123,2,111703792.14768207
1,tpot_base_selection,123,3,15995526.025641026
2,tpot_base_selection,123,12,8140811.123249999
3,tpot_base_selection,123,6,3963971.339344525
4,tpot_base_selection,123,DayOfWeek_6,5472952.666666667
5,tpot_base_selection,123,18,3396926.5839775857
6,tpot_base_selection,123,Open,278685303.0
7,tpot_base_selection,123,14,3321019.3333333335
8,tpot_base_selection,123,Promo,55705088.0
9,tpot_base_selection,123,7,5662156.775921053
10,tpot_base_selection,123,5,1467674.3144583332
11,tpot_base_selection,123,9,1434959.4033636365
12,tpot_base_selection,123,8,1673453.994047619
13,tpot_base_selection,123,11,1301905.2620967743
14,tpot_base_selection,123,DayOfWeek_1,851974.406
15,tpot_base_selection,123,1,1913576.0
0,tpot_base_selection,234,2,136996635.29346034
1,tpot_base_selection,234,3,25060853.58
2,tpot_base_selection,234,12,12319488.370370371
3,tpot_base_selection,234,6,4100502.790711349
4,tpot_base_selection,234,18,3577592.3233687836
5,tpot_base_selection,234,Open,606969116.5
6,tpot_base_selection,234,7,5677545.932432433
7,tpot_base_selection,234,Promo,19015851.0
8,tpot_base_selection,234,14,6806026.666666667
9,tpot_base_selection,234,9,1665086.5714285714
10,tpot_base_selection,234,11,1438057.8333333333
11,tpot_base_selection,234,5,2742731.1224166667
12,tpot_base_selection,234,8,1733991.3333333333
13,tpot_base_selection,234,DayOfWeek_6,4240992.0
14,tpot_base_selection,234,DayOfWeek_1,1420400.0
15,tpot_base_selection,234,DayOfWeek_3,2754352.0
16,tpot_base_selection,234,DayOfWeek_5,1212244.0
0,tpot_base_selection,456,2,106012244.62909122
1,tpot_base_selection,456,3,16534698.752394736
2,tpot_base_selection,456,12,7579348.068348834
3,tpot_base_selection,456,6,3228118.5094303195
4,tpot_base_selection,456,DayOfWeek_6,7127447.25
5,tpot_base_selection,456,18,3126584.406833361
6,tpot_base_selection,456,Open,471913401.3333333
7,tpot_base_selection,456,14,3803643.6331786215
8,tpot_base_selection,456,Promo,14364642.0
9,tpot_base_selection,456,5,1219776.197742057
10,tpot_base_selection,456,9,1059099.810722222
11,tpot_base_selection,456,7,4804584.644444444
12,tpot_base_selection,456,11,1086567.712340909
13,tpot_base_selection,456,DayOfWeek_1,2596712.0
14,tpot_base_selection,456,8,1269359.0489130435
15,tpot_base_selection,456,DayOfWeek_2,1297430.375
16,tpot_base_selection,456,13,21376728.0
17,tpot_base_selection,456,DayOfWeek_5,1164519.0625
18,tpot_base_selection,456,15,6001.93457
0,tpot_base_selection,34,2,126465986.34282178
1,tpot_base_selection,34,3,18616952.021126762
2,tpot_base_selection,34,12,9925582.836206896
3,tpot_base_selection,34,6,3726788.023027273
4,tpot_base_selection,34,DayOfWeek_6,11772036.0
5,tpot_base_selection,34,18,3715070.8744265707
6,tpot_base_selection,34,9,2122763.3125
7,tpot_base_selection,34,7,5313346.770833333
8,tpot_base_selection,34,Promo,14919520.0
9,tpot_base_selection,34,11,1373675.92
10,tpot_base_selection,34,8,1359566.8095238095
11,tpot_base_selection,34,5,1695706.683272727
12,tpot_base_selection,34,DayOfWeek_1,1934023.5
13,tpot_base_selection,34,Open,34540204.0
14,tpot_base_selection,34,14,1133430.0
15,tpot_base_selection,34,DayOfWeek_2,662871.75
0,tpot_base_selection,1334,2,106293564.14082584
1,tpot_base_selection,1334,3,18361144.19117647
2,tpot_base_selection,1334,12,8696850.310842104
3,tpot_base_selection,1334,6,3675011.4126573717
4,tpot_base_selection,1334,18,3436018.4179017856
5,tpot_base_selection,1334,Promo,28668280.0
6,tpot_base_selection,1334,Open,660010388.8571428
7,tpot_base_selection,1334,5,2373248.802590909
8,tpot_base_selection,1334,14,6365429.5
9,tpot_base_selection,1334,9,1197487.8495
10,tpot_base_selection,1334,7,5296757.054210526
11,tpot_base_selection,1334,11,1333976.879
12,tpot_base_selection,1334,8,1647032.4
13,tpot_base_selection,1334,DayOfWeek_5,830917.125
14,tpot_base_selection,1334,DayOfWeek_1,2645742.6666666665
0,tpot_base_selection,978,2,142203246.34996593
1,tpot_base_selection,978,3,20460502.7
2,tpot_base_selection,978,12,11681549.84
3,tpot_base_selection,978,DayOfWeek_6,13164512.0
4,tpot_base_selection,978,6,4408068.212495041
5,tpot_base_selection,978,18,4628631.679817143
6,tpot_base_selection,978,1,2479872.0
7,tpot_base_selection,978,7,5824306.146875
8,tpot_base_selection,978,9,2219905.8571428573
9,tpot_base_selection,978,11,1281307.4473684211
10,tpot_base_selection,978,5,2430669.1281
11,tpot_base_selection,978,Open,105598343.2
12,tpot_base_selection,978,14,3071683.0
13,tpot_base_selection,978,8,1937549.96875
14,tpot_base_selection,978,DayOfWeek_5,1143016.0
0,tpot_base_selection,1919,2,142820782.8057229
1,tpot_base_selection,1919,3,20638972.361111112
2,tpot_base_selection,1919,12,10850580.975806452
3,tpot_base_selection,1919,6,4213764.024624999
4,tpot_base_selection,1919,18,3656914.0474199997
5,tpot_base_selection,1919,Promo,26406813.0
